Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
"Verticordia pityrhops","Little Pine Verticordia, Pine-like Featherflower","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55798","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55798","2017-May-11","http://id.biodiversity.org.au/name/apni/118247","Myrtaceae","Verticordia","pityrhops","-","-","A.S.George","-"
"Verticordia plumosa var. vassensis","Vasse Featherflower","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55804","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55804","2017-May-11","http://id.biodiversity.org.au/name/apni/118254","Myrtaceae","Verticordia","plumosa","var.","vassensis","-","A.S.George"
"Verticordia spicata subsp. squamosa","Scaly-leaved Featherflower","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55822","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55822","2017-May-11","http://id.biodiversity.org.au/name/apni/118272","Myrtaceae","Verticordia","spicata","subsp.","squamosa","-","A.S.George"
"Verticordia staminosa var. cylindracea","Granite Featherflower","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55823","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55823","2017-May-11","http://id.biodiversity.org.au/name/apni/118276","Myrtaceae","Verticordia","staminosa","var.","cylindracea","-","A.S.George"
"Verticordia staminosa subsp. staminosa","Wongan Featherflower","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55825","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55825","2017-May-11","http://id.biodiversity.org.au/name/apni/118278","Myrtaceae","Verticordia","staminosa","subsp.","staminosa","C.A.Gardner  A.S.George","-"
"Budawangia gnidioides","Budawangs Cliff-heath","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","55850","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55850","2017-May-11","http://id.biodiversity.org.au/name/apni/118305","Epacridaceae","Budawangia","gnidioides","-","-","(Summerh.) Telford","-"
"Calochilus psednus","Cardwell Beard Orchid","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","55851","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55851","2017-May-11","http://id.biodiversity.org.au/name/apni/118306","Orchidaceae","Calochilus","psednus","-","-","D.L.Jones  Lavarack","-"
"Myriophyllum lapidicola","Chiddarcooping Myriophyllum","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55940","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55940","2017-May-11","http://id.biodiversity.org.au/name/apni/118400","Haloragaceae","Myriophyllum","lapidicola","-","-","Orchard","-"
"Goodenia integerrima","Gypsum Goodenia","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","55983","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55983","2017-May-11","http://id.biodiversity.org.au/name/apni/118445","Goodeniaceae","Goodenia","integerrima","-","-","Carolin","-"
"Styphelia perileuca","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56017","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56017","2017-May-11","http://id.biodiversity.org.au/name/apni/118482","Epacridaceae","Styphelia","perileuca","-","-","J.Powell","-"
"Goodenia quadrifida","-","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56035","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56035","2017-May-11","http://id.biodiversity.org.au/name/apni/118509","Goodeniaceae","Goodenia","quadrifida","-","-","(Carolin) Carolin","-"
"Persoonia mollis subsp. maxima","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56075","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56075","2017-May-11","http://id.biodiversity.org.au/name/apni/118561","Proteaceae","Persoonia","mollis","subsp.","maxima","-","S.Krauss  L.A.S.Johnson"
"Angophora robur","Sandstone Rough-barked Apple","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56088","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56088","2017-May-11","http://id.biodiversity.org.au/name/apni/118574","Myrtaceae","Angophora","robur","-","-","L.A.S.Johnson  K.D.Hill","-"
"Ozothamnus eriocephalus","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56133","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56133","2017-May-11","http://id.biodiversity.org.au/name/apni/118623","Asteraceae","Ozothamnus","eriocephalus","-","-","(J.H.Willis) Anderb.","-"
"Eucalyptus parramattensis subsp. decadens","Earp's Gum, Earp's Dirty Gum","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56148","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56148","2017-May-11","http://id.biodiversity.org.au/name/apni/118638","Myrtaceae","Eucalyptus","parramattensis","subsp.","decadens","-","L.A.S.Johnson  Blaxell"
"Eucalyptus parvula","Small-leaved Gum","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56153","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56153","2017-May-11","http://id.biodiversity.org.au/name/apni/118643","Myrtaceae","Eucalyptus","parvula","-","-","L.A.S.Johnson  K.D.Hill","-"
"Eucalyptus aquatica","Mountain Swamp Gum, Broad-leaved Sallee, Broad-leaved Sally","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56173","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56173","2017-May-11","http://id.biodiversity.org.au/name/apni/118664","Myrtaceae","Eucalyptus","aquatica","-","-","(Blakely) L.Johnson  K.Hill","-"
"Eucalyptus paedoglauca","Mt Stuart Ironbark","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56188","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56188","2017-May-11","http://id.biodiversity.org.au/name/apni/118680","Myrtaceae","Eucalyptus","paedoglauca","-","-","L.A.S.Johnson  Blaxell","-"
"Eucalyptus caleyi subsp. ovendenii","Ovenden's Ironbark","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56193","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56193","2017-May-11","http://id.biodiversity.org.au/name/apni/118687","Myrtaceae","Eucalyptus","caleyi","subsp.","ovendenii","-","L.A.S.Johnson  K.D.Hill"
"Ozothamnus tesselatus","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56203","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56203","2017-May-11","http://id.biodiversity.org.au/name/apni/118698","Asteraceae","Ozothamnus","tesselatus","-","-","(Maiden  Baker) Anderb.","-"
"Leucochrysum albicans var. tricolor","Hoary Sunray, Grassland Paper-daisy","Leucochrysum albicans subsp. tricolor","Endangered","Yes","Yes","-","Yes","-","Yes","Yes","-","-","-","-","-","-","-","-","-","-","56204","89104","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56204","2017-May-11","http://id.biodiversity.org.au/name/apni/118699","Asteraceae","Leucochrysum","albicans","var.","tricolor","-","(DC.) Paul G.Wilson"
"Ozothamnus vagans","Wollumbin Dogwood","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56207","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56207","2017-May-11","http://id.biodiversity.org.au/name/apni/118702","Asteraceae","Ozothamnus","vagans","-","-","(White) Anderb.","-"
"Eucalyptus robertsonii subsp. hemisphaerica","Robertson's Peppermint","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56223","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56223","2017-May-11","http://id.biodiversity.org.au/name/apni/118718","Myrtaceae","Eucalyptus","robertsonii","subsp.","hemisphaerica","-","L.A.S.Johnson  K.D.Hill"
"Eucalyptus langleyi","Albatross Mallee","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56224","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56224","2017-May-11","http://id.biodiversity.org.au/name/apni/118719","Myrtaceae","Eucalyptus","langleyi","-","-","L.A.S.Johnson  Blaxell","-"
"Eucalyptus copulans","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56225","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56225","2017-May-11","http://id.biodiversity.org.au/name/apni/118720","Myrtaceae","Eucalyptus","copulans","-","-","L.A.S.Johnson  K.D.Hill","-"
"Persoonia bargoensis","Bargo Geebung","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56267","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56267","2017-May-11","http://id.biodiversity.org.au/name/apni/118766","Proteaceae","Persoonia","bargoensis","-","-","P.H.Weston  L.A.S.Johnson","-"
"Persoonia laxa","-","-","Extinct","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56270","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56270","2017-May-11","http://id.biodiversity.org.au/name/apni/118772","Proteaceae","Persoonia","laxa","-","-","L.A.S.Johnson  P.H.Weston","-"
"Acacia courtii","Northern Brother Wattle","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56299","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56299","2017-May-11","http://id.biodiversity.org.au/name/apni/118803","Fabaceae","Acacia","courtii","-","-","Tindale  Herscovitch","-"
"Boronia umbellata","Orara Boronia","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56301","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56301","2017-May-11","http://id.biodiversity.org.au/name/apni/118807","Rutaceae","Boronia","umbellata","-","-","P.H.Weston","-"
"Almaleea cambagei","Torrington Pea","-","Vulnerable","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56308","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56308","2017-May-11","http://id.biodiversity.org.au/name/apni/118817","Fabaceae","Almaleea","cambagei","-","-","(Miaden  Betche) Crisp  P.H.Weston","-"
"Astrotricha roddii","-","-","Endangered","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56312","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56312","2017-May-11","http://id.biodiversity.org.au/name/apni/118821","Araliaceae","Astrotricha","roddii","-","-","Makinson","-"
"Eucalyptus kabiana","Mount Beerwah Mallee","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56319","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56319","2017-May-11","http://id.biodiversity.org.au/name/apni/118828","Myrtaceae","Eucalyptus","kabiana","-","-","L.A.S.Johnson  K.D.Hill","-"
"Eucalyptus beaniana","Bean's Ironbark","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56320","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56320","2017-May-11","http://id.biodiversity.org.au/name/apni/118829","Myrtaceae","Eucalyptus","beaniana","-","-","L.A.S.Johnson  K.D.Hill","-"
"Grevillea calliantha","Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","56339","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56339","2017-May-11","http://id.biodiversity.org.au/name/apni/118850","Proteaceae","Grevillea","calliantha","-","-","R.Makinson  P.Olde","-"
"Swainsona pyrophila","Yellow Swainson-pea","-","Vulnerable","-","Yes","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","56344","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56344","2017-May-11","http://id.biodiversity.org.au/name/apni/118856","Fabaceae","Swainsona","pyrophila","-","-","Joy Thomps.","-"
"Geniostoma huttonii","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56368","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56368","2017-May-11","http://id.biodiversity.org.au/name/apni/118885","Loganiaceae","Geniostoma","huttonii","-","-","B.J.Conn","-"
"Grevillea wilkinsonii","Tumut Grevillea","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56396","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56396","2017-May-11","http://id.biodiversity.org.au/name/apni/118918","Proteaceae","Grevillea","wilkinsonii","-","-","Makinson","-"
"Alloxylon flammeum","Red Silky Oak, Queensland Waratah, Tree Waratah","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","56400","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56400","2017-May-11","http://id.biodiversity.org.au/name/apni/118923","Proteaceae","Alloxylon","flammeum","-","-","P.H.Weston  Crisp","-"
"Eucalyptus pruiniramis","Midlands Gum, Jingymia Gum","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","56403","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56403","2017-May-11","http://id.biodiversity.org.au/name/apni/118926","Myrtaceae","Eucalyptus","pruiniramis","-","-","L.A.S.Johnson  K.D.Hill","-"
"Eucalyptus recta","Silver Mallet","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","56430","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56430","2017-May-11","http://id.biodiversity.org.au/name/apni/118953","Myrtaceae","Eucalyptus","recta","-","-","L.A.S.Johnson  K.D.Hill","-"
"Westringia kydrensis","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","56456","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56456","2017-May-11","http://id.biodiversity.org.au/name/apni/118984","Lamiaceae","Westringia","kydrensis","-","-","B.J.Conn","-"
"Boronia galbraithiae","Aniseed Boronia, Galbraith's Boronia","-","Vulnerable","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","56484","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56484","2017-May-11","http://id.biodiversity.org.au/name/apni/119017","Rutaceae","Boronia","galbraithiae","-","-","Albr.","-"
"Callistemon forresterae","Forrester's Bottlebrush","-","Vulnerable","-","Yes","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","56501","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56501","2017-May-11","http://id.biodiversity.org.au/name/apni/119034","Myrtaceae","Callistemon","forresterae","-","-","W.Molyneux","-"
"Pterostylis basaltica","Basalt Greenhood","-","Endangered","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","56506","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56506","2017-May-11","http://id.biodiversity.org.au/name/apni/119039","Orchidaceae","Pterostylis","basaltica","-","-","D.L.Jones  M.A.Clem.","-"
"Pterostylis cheraphila","Floodplain Rustyhood","-","Vulnerable","-","-","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","56508","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56508","2017-May-11","http://id.biodiversity.org.au/name/apni/119041","Orchidaceae","Pterostylis","cheraphila","-","-","D.L.Jones  M.A.Clem.","-"
"Pterostylis chlorogramma","Green-striped Greenhood","-","Vulnerable","-","-","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","56510","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56510","2017-May-11","http://id.biodiversity.org.au/name/apni/119043","Orchidaceae","Pterostylis","chlorogramma","-","-","D.L.Jones  M.A.Clem.","-"
